,De contemptu mundi,Elementa philosophiae,Elegia,Alexandreis,Bucolicum carmen,Carmina Burana,Rota Veneris,Ars grammatica,Commentarium in Martiani Capellae «De nuptiis Mercurii et Philologiae» I-II,De excidio Troiae historia,De nuptiis Philologiae et Mercurii,Commentarius in Vergilii Aeneidos libros,Liber de doctrina dicendi et tacendi (Tractatus de arte loquendi et tacendi) ,De philosophia,In Vergilii Aeneide comentarii,In Vergilii Georgicis comentarii,Adelphi,Andria,Eunuchus,Heautontimorumenos,Hecyra,Phormio,Amores,Epistulae (vel Heroides),Medicamina faciei femineae,Ars Amatoria,Remedia amoris,Fasti,Ibis,Metamorphoses,Ex Ponto,Tristia,B1,P3,W1,To,P5,F,Aeneid,Eclogues,Georgicon
De contemptu mundi,2.220446049250313e-16,0.18766626538179487,0.32427993458611426,0.41149151549260077,0.5426819065703583,0.24237355811084205,0.20782357118581618,0.31177452527850436,0.2955407426942618,0.25490374472231603,0.20488956109582368,0.6757333773650798,0.19272583045712455,0.42297692581361945,0.2527132465842845,0.26742387003592527,0.5679459188720561,0.6151676365213283,0.6297348307653179,0.6995233549482872,0.5420289817541442,0.7180160233946214,0.28819592739660616,0.32787210851344717,0.4646445832400924,0.3222118795478658,0.2528314753595783,0.38226515830271646,0.516431842776129,0.5084476126660424,0.29898805634305026,0.34993661852473024,0.37383769438036574,0.37692222075558046,0.3674754456933458,0.3691592321907441,0.36427995608738084,1.0,0.5209343942040352,0.30641427609566674,0.4510716756858305
Elementa philosophiae,0.18766626538179487,0.0,0.31586549812690035,0.3824116786507471,0.5043691719454287,0.22254117491136816,0.16583778557258144,0.2535124988164129,0.18276322529855027,0.2169722432779485,0.13421740372487656,0.6528254459926022,0.1800463311427145,0.2973580133622745,0.20077734455500262,0.20538055670619715,0.5169604631113462,0.6148462447125553,0.610416195925253,0.689791417015282,0.515570165558958,0.6888808074560266,0.2633086931797448,0.3084974610714466,0.4076395933903346,0.28199351905754644,0.22440692685790942,0.32087979443534287,0.49591017780199265,0.4545030755428253,0.28281010840342047,0.3208770383525644,0.3747099683393883,0.37824083216352733,0.3668853359331239,0.37800218711159117,0.36741917579071204,1.0,0.48304904417180494,0.3088731429241275,0.4192344338800873
Elegia,0.32427993458611426,0.31586549812690035,0.0,0.2287834152160657,0.18819916655188917,0.2534720428038093,0.2565771600359166,0.3901781422256687,0.3904802948268745,0.3134245178597965,0.24773808039851508,0.7283801909990159,0.28673469873250335,0.5141257984489744,0.3459401289893894,0.3528800887992043,0.5944306035962315,0.6282693207964896,0.6382193988656175,0.7066799304980731,0.551590295109044,0.7349521787620272,0.1289354001944215,0.12351647016274359,0.3175624128380756,0.14531639739351376,0.18437321380389082,0.16611657628428012,0.3214369223384671,0.21530199416199558,0.15856673375593722,0.15843002371541126,0.11657254043117193,0.12128907541321987,0.1177445641823428,0.12433979697218378,0.11855465479612748,1.0,0.22532574733047805,0.21243400914407995,0.20591776468918888
Alexandreis,0.41149151549260077,0.3824116786507471,0.2287834152160657,2.220446049250313e-16,0.17610698210333953,0.3348720914631109,0.3230406313188009,0.4063694527383851,0.45298570203366983,0.3111175631790657,0.27886482456566464,0.7613308460712488,0.3829043744516506,0.5574715302296462,0.41319201498621194,0.42242264570428145,0.7022514223357603,0.7360828277133022,0.734018670221378,0.7888305269903553,0.6520082534777192,0.8063783806712009,0.19218847985237886,0.1747667699479678,0.3056998247297448,0.19159946536256323,0.2857654494704549,0.16403944686487548,0.29057662261535544,0.15658815929889658,0.22438700775225184,0.19270969996489062,0.21628545836844182,0.2203353383872384,0.22553593857187726,0.22360610510293588,0.2249787000764608,1.0,0.15753916893595066,0.2598752720344879,0.15732389282299408
Bucolicum carmen,0.5426819065703583,0.5043691719454287,0.18819916655188917,0.17610698210333953,0.0,0.4130650002697984,0.4094759765980769,0.5220798530232453,0.4888381808631328,0.4267331353671323,0.3421906281554741,0.8020619643639193,0.4759579895158005,0.6326546212971706,0.5007710432603696,0.5040433771338342,0.7249240976447782,0.7629164996755693,0.7522371832976801,0.8060046852722029,0.6834271566759051,0.8232376190869714,0.17389779221354318,0.1294783456550188,0.2896601441577952,0.16449726728473268,0.31756289736017973,0.10994305463077758,0.25503698943041564,0.042913593518469795,0.2055470018397756,0.1468061384434851,0.15122711493645336,0.15899068334944366,0.1661239778511754,0.1612634515290211,0.16564978694940202,1.0,0.05185912764162326,0.2626219228069968,0.07321255419364103
Carmina Burana,0.24237355811084205,0.22254117491136816,0.2534720428038093,0.3348720914631109,0.4130650002697984,0.0,0.19502772065699092,0.30461897328103094,0.3328315864207665,0.24033178984089498,0.23600492681498908,0.6995512853441961,0.22038226534628924,0.44459168217283607,0.29165811178269696,0.2894127364496837,0.5891456507823817,0.6489387774617501,0.6581644543011345,0.7248278612006789,0.5743940475967344,0.7402524317290651,0.24042753380041348,0.28280196346170783,0.3781167868162062,0.266641730329652,0.22019744326591661,0.3001109640906944,0.4761144796700205,0.41770147138582525,0.298979881904077,0.32914066137205233,0.3000921003231878,0.31333828060053426,0.3103457694999129,0.31145667211227046,0.3048620401743326,1.0,0.4031242453421353,0.23472484647108338,0.34190929084515564
Rota Veneris,0.20782357118581618,0.16583778557258144,0.2565771600359166,0.3230406313188009,0.4094759765980769,0.19502772065699092,0.0,0.22537542742242933,0.2414601556028273,0.20791270377444104,0.17417142494592963,0.6814133408845144,0.17044841085784868,0.4070542752296491,0.24848239564794894,0.2411354159890987,0.6061697054459716,0.6748939428152286,0.6656520102466259,0.733866387812175,0.5803025939309177,0.7564397694204865,0.24216865116056596,0.2822446386399353,0.3643928079284132,0.2676428811437741,0.2323552779207625,0.29233422758535754,0.45594300609647376,0.3955323248318161,0.29462241533899824,0.318254564119528,0.30813166848908,0.3252410069740004,0.31797406628105684,0.32239965823557615,0.31484999646493783,1.0,0.3783948082641503,0.24976122662855038,0.3135456219486341
Ars grammatica,0.31177452527850436,0.2535124988164129,0.3901781422256687,0.4063694527383851,0.5220798530232453,0.30461897328103094,0.22537542742242933,4.440892098500626e-16,0.3543425369013198,0.2549780126601695,0.157944732687882,0.6856192354497836,0.2868111923643828,0.461668284385092,0.2979999933733226,0.32428706336893254,0.6531831323976292,0.6877900775038349,0.6844096594663115,0.7405750366828756,0.576515785863147,0.7584396894584651,0.3493621724700672,0.367005343548227,0.4742684709965078,0.3576383080079313,0.32945823703649824,0.3765605945385899,0.3302518566552266,0.4755563223484639,0.3674425650524037,0.3745166293462264,0.4168042486308302,0.416482648650227,0.41906369950416555,0.4211516536347578,0.41004360453507194,1.0,0.48505519545243514,0.3533515395529896,0.4347976430140139
Commentarium in Martiani Capellae «De nuptiis Mercurii et Philologiae» I-II,0.2955407426942618,0.18276322529855027,0.3904802948268745,0.45298570203366983,0.4888381808631328,0.3328315864207665,0.2414601556028273,0.3543425369013198,1.1102230246251565e-16,0.3553179696542127,0.20093157742764012,0.6448236570965611,0.25654259462904805,0.42563215620457795,0.2018315839442485,0.21374177220435575,0.5335875860209273,0.6407382924810742,0.6168353619864057,0.7016430336486604,0.5304554117717617,0.6925845850041765,0.3340536094233497,0.35284658715109596,0.47284056320179046,0.3396881791524492,0.2965913286348698,0.3294586500119042,0.5177590855336724,0.4455741897359773,0.3254706981895751,0.3525814969692901,0.4411847691453571,0.44517345573670897,0.436626848563202,0.44739093154554643,0.4357795186726745,1.0,0.49712594985527103,0.40455698783020366,0.46007261799626575
De excidio Troiae historia,0.25490374472231603,0.2169722432779485,0.3134245178597965,0.3111175631790657,0.4267331353671323,0.24033178984089498,0.20791270377444104,0.2549780126601695,0.3553179696542127,0.0,0.18536575417704193,0.6936512511651082,0.24788532061754265,0.44152615441907694,0.21867831828216577,0.2315566449667288,0.5965047038914192,0.6624855092101452,0.655464940396177,0.7221094118931611,0.5487115161876515,0.7334703633468418,0.2659646331251678,0.29138035871910994,0.37141246220060575,0.2819272820317954,0.2746992444997648,0.278909902993263,0.38209247454028106,0.3815462634997,0.3048050056672752,0.3303563198891023,0.34064172596232256,0.3471823057839246,0.3529609563465478,0.35086828138933623,0.34171210517931505,1.0,0.3593604034788421,0.26805733592671044,0.32255679999243503
