,De contemptu mundi,Elementa philosophiae,Elegia,Alexandreis,Bucolicum carmen,Carmina Burana,Rota Veneris,Ars grammatica,Commentarium in Martiani Capellae «De nuptiis Mercurii et Philologiae» I-II,De excidio Troiae historia,De nuptiis Philologiae et Mercurii,Commentarius in Vergilii Aeneidos libros,Liber de doctrina dicendi et tacendi (Tractatus de arte loquendi et tacendi) ,De philosophia,In Vergilii Aeneide comentarii,In Vergilii Georgicis comentarii,Adelphi,Andria,Eunuchus,Heautontimorumenos,Hecyra,Phormio,"Amores, Epistulae, Medicamina faciei femineae, Ars amatoria, Remedia amoris",Fasti,Ibis,Metamorphoses,Ex Ponto,Tristia,B1,P3,W1,To,P5,F,Aeneid,Eclogues,Georgicon
De contemptu mundi,0.0,0.16422293265755405,0.3247656328789319,0.3239158476176248,0.5339750863524315,0.1600241332930592,0.19400705996276146,0.3091238881661448,0.3677992303265383,0.2117287375071415,0.16196033919933828,0.6516742065192931,0.17947050453380886,0.18198744684112889,0.22997988629263577,0.23500789262316402,0.38907210266413106,0.5066281625937581,0.4956905209052107,0.6010510399042794,0.3701329825338726,0.4810461475930198,0.2879857095398608,0.3588972944356771,0.45686609528137545,0.4937781133893422,0.2874340046167614,0.33855574880586536,0.45218915470503185,0.47016124269554294,0.45065807981809247,0.4544941167603097,0.46570506539356227,1.0,0.49879436409482947,0.29618088300465106,0.440206545702588
Elementa philosophiae,0.16422293265755405,0.0,0.31240612573459114,0.2935742633405535,0.49969478854878313,0.13549290884553822,0.13021925654546818,0.2349419026209052,0.245999378375638,0.1786062626203574,0.11315880073299422,0.6256324885471105,0.16868030068410955,0.027747277324240982,0.172613778502836,0.17383744221150166,0.3368608004575393,0.5140789037977834,0.49335914051543706,0.6053652199568712,0.3630498758471127,0.4508130475273867,0.27037657566372564,0.2972037914243264,0.4690493662147919,0.43968297582336735,0.2871124505674847,0.31662442671856805,0.44404997723286166,0.4623740411345374,0.43904547158216867,0.44978564122648823,0.45809604516401325,1.0,0.46669552791049274,0.3270233873131171,0.41161151076154745
Elegia,0.3247656328789319,0.31240612573459114,0.0,0.15434023182964807,0.17385737299974846,0.15023518051139095,0.1868103405667254,0.39829536750617145,0.4559965762860927,0.29873591413931755,0.2575115931446834,0.7144335967477027,0.27207992617016163,0.32362383521262394,0.34137768503341215,0.3523806931243635,0.37280717418288667,0.46747048251338796,0.4540690224186763,0.5508144893198519,0.3283309983184943,0.46009645933580523,0.11705194648391459,0.17046715199565643,0.2741666678837634,0.22468035462142066,0.1479684742359375,0.15340977763838626,0.1407087497108468,0.1536855502712836,0.13470680942089797,0.14503496342227673,0.1563966042861713,1.0,0.2335738068211849,0.19281772320996637,0.22285227069831604
Alexandreis,0.3239158476176248,0.2935742633405535,0.15434023182964807,0.0,0.09006788725099457,0.18515014146024156,0.22448315191557633,0.3242269105650576,0.46010032216565144,0.21351156605741894,0.18564311716116244,0.7186940588913481,0.29541926365906634,0.30099398516821574,0.3373350017726142,0.3417907939103715,0.5137346809205071,0.6046617761781046,0.586413383583163,0.6721588363377036,0.45912913523899224,0.590693121024826,0.1169562386208991,0.05926620441845509,0.1751756378889886,0.05817304642940724,0.1504027957655849,0.10749367369097551,0.23860885591474656,0.2648636321083937,0.2528079824871935,0.25234994036648917,0.2765872772602679,1.0,0.059584105000339393,0.17883884901965375,0.05679105069674373
Bucolicum carmen,0.5339750863524315,0.49969478854878313,0.17385737299974846,0.09006788725099457,0.0,0.3383385138854045,0.372464010652087,0.5190367920397774,0.5547837552120991,0.41486505447638466,0.3541869045879885,0.7937180736887441,0.46103358107224757,0.5054264094378345,0.501124632474804,0.502492662426963,0.6059598791700265,0.6847651953260485,0.6585940853131909,0.7343605100647412,0.574508311136298,0.6734007607772203,0.199893828010007,0.1104173483903711,0.22587696019806713,0.04858646578541648,0.23491764350214717,0.1715956275982633,0.1830127761149687,0.2012716273819115,0.19618773515303722,0.1947879680353366,0.21267035966756964,1.0,0.052857267547894105,0.290470062435217,0.07491437179451177
Carmina Burana,0.1600241332930592,0.13549290884553822,0.15023518051139095,0.18515014146024156,0.3383385138854045,2.220446049250313e-16,0.06935670524818704,0.2324371467337656,0.35422923498594006,0.13803586457638028,0.16576500728480004,0.653624779050078,0.12758909523319384,0.14468872230655472,0.21635859388257384,0.21495881079226398,0.3565536797800406,0.4895699278091914,0.4743319499693177,0.5722956985129583,0.3460312061880755,0.4650084122992173,0.17218944250144586,0.22353130942683808,0.38370751521350865,0.3543748359651562,0.23542516613947906,0.2597078839621395,0.2608605174868195,0.2833100594842243,0.266598942171713,0.272509043094476,0.28193102203283926,1.0,0.3344655630878205,0.1746013716313065,0.2732365355703713
Rota Veneris,0.19400705996276146,0.13021925654546818,0.1868103405667254,0.22448315191557633,0.372464010652087,0.06935670524818704,0.0,0.2042666120672436,0.33036982971540874,0.16926728632885402,0.16416137536555375,0.6573921922075224,0.14822976633058782,0.14520027662562118,0.22539176422300955,0.22295602070930254,0.4397446527987199,0.5620371352554419,0.535937179926793,0.618372122530933,0.40978846321743545,0.5338246998383036,0.23078654136442434,0.2693781954709342,0.4154705448600473,0.37734380763084596,0.28530973530661785,0.2980064832749274,0.28507525429232006,0.3088003237074941,0.29055886454736024,0.2968720460852967,0.30343330499177124,1.0,0.3638372753641399,0.2602420271112882,0.30215884751294175
Ars grammatica,0.3091238881661448,0.2349419026209052,0.39829536750617145,0.3242269105650576,0.5190367920397774,0.2324371467337656,0.2042666120672436,0.0,0.40858436987919444,0.22230116619971918,0.1685272965781619,0.6678096257773216,0.27785187014275814,0.23792499578055049,0.28619519881542943,0.3076318152580302,0.5269148456199813,0.6104652766842997,0.5963606346638756,0.6756038740048174,0.4619168549658125,0.58272638591719,0.3631134121610241,0.3590228897068046,0.3034103501885711,0.4619224872246158,0.38427509968792817,0.3810259170473129,0.4866958146249174,0.4965941403498525,0.4859885659431229,0.491829323844023,0.4975294861571016,1.0,0.46822002862619483,0.3738936218521578,0.41771785311321064
Commentarium in Martiani Capellae «De nuptiis Mercurii et Philologiae» I-II,0.3677992303265383,0.245999378375638,0.4559965762860927,0.46010032216565144,0.5547837552120991,0.35422923498594006,0.33036982971540874,0.40858436987919444,0.0,0.4013484323241914,0.27659571657352355,0.6419264182967567,0.32912493306519486,0.28749392494447223,0.22242454403196676,0.20101210344917264,0.4146114252341271,0.5688700311100369,0.5428271120692469,0.644311886624703,0.44237952547712156,0.5017454557189072,0.4331522806293787,0.4090621931632543,0.5607161269308231,0.512550340303892,0.4192395330613897,0.4357951377856215,0.5715906106660554,0.5834714547009553,0.5650322503258806,0.5757329373532771,0.581503440614714,1.0,0.5587353216921582,0.5103729396818184,0.5304490117837202
De excidio Troiae historia,0.2117287375071415,0.1786062626203574,0.29873591413931755,0.21351156605741894,0.41486505447638466,0.13803586457638028,0.16926728632885402,0.22230116619971918,0.4013484323241914,4.440892098500626e-16,0.1596555407368343,0.6705410324156633,0.2146170389609725,0.1889886351659087,0.196939729860653,0.20183306369392362,0.44732358383343374,0.5785095673869163,0.5537361511486038,0.6489942181973722,0.4170179706431705,0.5281099606745778,0.2783594012817744,0.25783469752601396,0.3376073570633643,0.3651331682776895,0.3110541937999387,0.32767376784347313,0.4170346605724695,0.4408801774713399,0.43281832974764556,0.43176741364216664,0.4419808112807425,1.0,0.3432481109063399,0.28856842923833903,0.30077173395792656
De nuptiis Philologiae et Mercurii,0.16196033919933828,0.11315880073299422,0.2575115931446834,0.18564311716116244,0.3541869045879885,0.16576500728480004,0.16416137536555375,0.1685272965781619,0.27659571657352355,0.1596555407368343,0.0,0.6128590731191821,0.213564883385002,0.13254486501840723,0.15035337438373508,0.1655038597745092,0.34304077532092925,0.475160893738406,0.45855561024675306,0.5764642832640409,0.28788919690783754,0.43137529822487375,0.19419286384819334,0.19019256864688683,0.24876234945927522,0.28503505729425926,0.1899487672038691,0.19778738669242513,0.3771291950356648,0.3899075802925154,0.37387495744873034,0.3804539020813045,0.39464871758532083,1.0,0.31470044577961664,0.24759017453647425,0.27842963933562137
Commentarius in Vergilii Aeneidos libros,0.6516742065192931,0.6256324885471105,0.7144335967477027,0.7186940588913481,0.7937180736887441,0.653624779050078,0.6573921922075224,0.6678096257773216,0.6419264182967567,0.6705410324156633,0.6128590731191821,2.220446049250313e-16,0.6436249876917524,0.6363097372962023,0.600134754629591,0.6103603404007129,0.6965132687200704,0.766784933820476,0.7581499741400024,0.8097764316468363,0.6875172197449686,0.7372325838642958,0.7009312327300778,0.7038142227835881,0.7396572955067554,0.76872923959733,0.6893601176476624,0.7067334976552884,0.7692694693662795,0.7713869399150607,0.7645779830334339,0.7692350751158114,0.7722227666589956,1.0,0.7839599124399228,0.7157763891690546,0.7638170276958729
Liber de doctrina dicendi et tacendi (Tractatus de arte loquendi et tacendi) ,0.17947050453380886,0.16868030068410955,0.27207992617016163,0.29541926365906634,0.46103358107224757,0.12758909523319384,0.14822976633058782,0.27785187014275814,0.32912493306519486,0.2146170389609725,0.213564883385002,0.6436249876917524,0.0,0.1799563911055747,0.2070567353102789,0.203818968351416,0.3995228840638324,0.5485446366478757,0.5237017603921303,0.6295141547730209,0.41890123271747526,0.5047281476257719,0.28478909108003336,0.30167329153519606,0.46809994315951275,0.4384054421146122,0.3156134001176977,0.35598383258674693,0.41152658258075836,0.43585025767502217,0.41661283283630857,0.42399842053386205,0.43500839010379966,1.0,0.4306293139883992,0.28572349550584275,0.35915169380880596
