,De contemptu mundi,Elementa philosophiae,Elegia,Alexandreis,Bucolicum carmen,Carmina Burana,Rota Veneris,Ars grammatica,Commentarium in Martiani Capellae «De nuptiis Mercurii et Philologiae» I-II,De excidio Troiae historia,De nuptiis Philologiae et Mercurii,Commentarius in Vergilii Aeneidos libros,Liber de doctrina dicendi et tacendi (Tractatus de arte loquendi et tacendi) ,De philosophia,In Vergilii Aeneide comentarii,In Vergilii Georgicis comentarii,Adelphi,Andria,Eunuchus,Heautontimorumenos,Hecyra,Phormio,"Amores, Epistulae, Medicamina faciei femineae, Ars amatoria, Remedia amoris",Fasti,Ibis,Metamorphoses,Ex Ponto,Tristia,B1,P3,W1,To,P5,F,Aeneid,Eclogues,Georgicon
De contemptu mundi,0.0,0.11321246602425461,0.19788529234565233,0.23295630805844936,0.3871017196347434,0.10682270431574237,0.1292777245882868,0.26195875170231564,0.1830241197603314,0.17997429286513922,0.11160110302816484,0.5366004026938009,0.17129540728850645,0.11729215800169757,0.14187709839835172,0.14828503831819417,0.31580582124208756,0.33687694511722543,0.30845761160411556,0.305709074230331,0.283760856630801,0.30285958932871826,0.2156235945752275,0.21384250922913217,0.3003731081595532,0.3542090132421023,0.19847798030569108,0.21713878293649014,0.27689645694335974,0.27482346333277285,0.26632463021349106,0.26647506513183983,0.271160887375113,1.0,0.4461904830036819,0.27236198010030477,0.4428172356837038
Elementa philosophiae,0.11321246602425461,1.1102230246251565e-16,0.22291610240121262,0.24571365100627607,0.39453366291258785,0.11365233633914507,0.1164091886652383,0.20199258383192897,0.13023878660741284,0.15855064918480166,0.09028391791040136,0.5210694693788199,0.1599170259538305,0.0023499714634210855,0.11592080508698799,0.11845643223881086,0.2821397466743525,0.3413067273798437,0.30829717990932026,0.3002834154912287,0.28185568980558773,0.28911070617483237,0.21310442487657366,0.18244326784622344,0.3455100300895184,0.3308406636600296,0.21804958974867217,0.22771679602442685,0.31656967778049416,0.3149442273893651,0.3009204683665575,0.3107263107467536,0.31036527276824133,1.0,0.4468533384299004,0.30957165083803895,0.42913166904933275
Elegia,0.19788529234565233,0.22291610240121262,0.0,0.1598538884317372,0.178670124138402,0.10417939531528408,0.15977405212421236,0.3604114113875475,0.29271961950335146,0.2640155418882777,0.1673704299697546,0.588933647305715,0.24133659270565688,0.22298720314328957,0.22758657571913032,0.23788387161069635,0.1699915202332979,0.18733477620554706,0.1447300124298928,0.1419884454034751,0.14370910124601166,0.1724982034475785,0.04607672850628852,0.10667688548108722,0.16738828528393312,0.19769863864056558,0.05379774053125641,0.06330856829070675,0.07692005733243623,0.07427412613728979,0.06698465233885409,0.07265751006113386,0.07500729322899369,1.0,0.2773957265066893,0.10906120507532491,0.3106040802902894
Alexandreis,0.23295630805844936,0.24571365100627607,0.1598538884317372,0.0,0.08067885199497116,0.14814093705971676,0.17917538727438365,0.3022129647606573,0.3531375723075806,0.19441811830350697,0.14239806389915122,0.6181498104339962,0.28650821319992403,0.23369061676157676,0.25965590294961816,0.25689058712208857,0.40370229935613877,0.42374167939833074,0.38691454512190293,0.3982088224902399,0.3714702004236057,0.41250100908110476,0.16128812264235437,0.10700149843038231,0.16294186016696266,0.07116204409932292,0.18466738567463148,0.15439839157156565,0.17378724250167688,0.19007217636385698,0.19470891895245135,0.18671148617953048,0.19486036244677052,1.0,0.08239662407911408,0.18529552651983439,0.10132331617847612
Bucolicum carmen,0.3871017196347434,0.39453366291258785,0.178670124138402,0.08067885199497116,0.0,0.262110035513188,0.3227991742980526,0.47383623141300124,0.46718961287558036,0.3576755611010647,0.26446036044519916,0.6867646453568987,0.39125538331105003,0.38200944151678073,0.3826160194813374,0.38051187937716346,0.39960943224762646,0.4256551844453408,0.3821633286448979,0.3965449972054337,0.38748069022072373,0.42024905623080167,0.16879525333092427,0.116748319569984,0.1973187573187306,0.037383833826107105,0.19787263702697844,0.15789190207826087,0.14866486248048816,0.16691767435298688,0.17038934485425616,0.16403328951096752,0.17261399306629976,1.0,0.03610182477494284,0.1760021278115771,0.07162426355503404
Carmina Burana,0.10682270431574237,0.11365233633914507,0.10417939531528408,0.14814093705971676,0.262110035513188,2.220446049250313e-16,0.06537585908692778,0.2011569048261863,0.21371426022480933,0.13344515230860976,0.11354191133866642,0.544996025015662,0.13702173985281085,0.10722468021765008,0.14150034430281033,0.1414997969540942,0.21384659347243762,0.24146153792159597,0.2076790928586223,0.20657685761949673,0.2041373961854821,0.22306340117803136,0.12235627261059179,0.13840527343042552,0.25785739544102393,0.2681101776063458,0.14422670996962905,0.16107203430137618,0.15779078731508123,0.16133260283887663,0.16015604775369852,0.15854853372147726,0.16078701549910135,1.0,0.3040149687726328,0.12141957472570064,0.30398326766568307
Rota Veneris,0.1292777245882868,0.1164091886652383,0.15977405212421236,0.17917538727438365,0.3227991742980526,0.06537585908692778,0.0,0.18197421369464173,0.23172496630395079,0.1663462310587812,0.1140640942030503,0.5595104849252297,0.15389250587260495,0.108242559676761,0.17032217724823184,0.16285977170864152,0.31950510548402944,0.3458517581232965,0.3029311420973586,0.3036703708109383,0.2904743879748627,0.323317945468662,0.18450425489910738,0.21556697610953401,0.3070424208652539,0.31904382978432344,0.21287501187797564,0.22015756004614773,0.22435737106128306,0.23014454406787566,0.22831569380716032,0.2273965100052887,0.22754466249934813,1.0,0.3581279619266897,0.19918313342612415,0.3418593035630365
Ars grammatica,0.26195875170231564,0.20199258383192897,0.3604114113875475,0.3022129647606573,0.47383623141300124,0.2011569048261863,0.18197421369464173,0.0,0.2964431112723155,0.20470974007105047,0.15509833374002835,0.5751844059308309,0.26194379281814095,0.18709625193262136,0.22531432401733542,0.2386396695003129,0.4216028875581608,0.4358462649100695,0.41250360975871536,0.4033594560747237,0.37926097404554016,0.4149775325199653,0.35008897982953935,0.31521681865415085,0.2995855883528866,0.426545290995891,0.3530267710790853,0.3568948289781324,0.40203165966915155,0.4007849192717309,0.4011201253759449,0.40233977606999194,0.4002422832821274,1.0,0.470221116542447,0.3495873835237979,0.4472138617842577
Commentarium in Martiani Capellae «De nuptiis Mercurii et Philologiae» I-II,0.1830241197603314,0.13023878660741284,0.29271961950335146,0.3531375723075806,0.46718961287558036,0.21371426022480933,0.23172496630395079,0.2964431112723155,0.0,0.20477334669519387,0.15190259385308647,0.5260298490777457,0.2377721520198811,0.1417545790098752,0.130007806962109,0.12146025091895796,0.30621995866534524,0.34280651940977314,0.30594275735294185,0.29906411013557044,0.2643775795821861,0.2858979883952768,0.3142662438802466,0.2615517091116203,0.40002425830045396,0.4151890677054114,0.29043238717569986,0.304755081547591,0.3953320616114606,0.39157980422643435,0.37920027670732126,0.3886900352975502,0.3893821182729197,1.0,0.5223133797890172,0.4050669698024233,0.5291793969238212
De excidio Troiae historia,0.17997429286513922,0.15855064918480166,0.2640155418882777,0.19441811830350697,0.3576755611010647,0.13344515230860976,0.1663462310587812,0.20470974007105047,0.20477334669519387,0.0,0.1310257739645435,0.5664801587942632,0.23170891928451143,0.15293237883799737,0.14798175002441694,0.14296981982304258,0.35248885291628684,0.3815065256207729,0.35197910148950795,0.3474682481577982,0.31805546827356046,0.3453530152930251,0.2689815113971187,0.21541149207196575,0.2980513871530317,0.3025757315246269,0.28354604609299316,0.28538217646750674,0.3144397906695098,0.32533257063859533,0.32538394854894026,0.32316699864591103,0.32444560599861283,1.0,0.3471396089142065,0.3101707783780784,0.33430859458420925
