,Elementa philosophiae,Bucolicum carmen,Heautontimorumenos,Phormio,Elegia,Liber de doctrina dicendi et tacendi (Tractatus de arte loquendi et tacendi) ,Rota Veneris,In Vergilii Georgicis comentarii,De excidio Troiae historia,De contemptu mundi,Ars grammatica,Eunuchus,Andria,Commentarius in Vergilii Aeneidos libros,De philosophia,In Vergilii Aeneide comentarii,De nuptiis Philologiae et Mercurii,Adelphi,Alexandreis,Carmina Burana,Hecyra,Commentarium in Martiani Capellae «De nuptiis Mercurii et Philologiae» I-II,B1,P3,To,W1,P5,Metamorphoses,Tristia,Amores,Epistulae (vel Heroides),Medicamina faciei femineae,Ars Amatoria,Remedia amoris,Ibis,Fasti,Ex Ponto,Aeneid,Eclogues,Georgicon
B1,1.054648278773865,1.0148641946925097,1.1363889284701798,1.1361988735559958,1.02701027718396,1.1134639568358686,1.115107497068197,1.027601722881086,1.1856647698892857,1.2106174833271488,1.1200662829811043,1.1354744284776166,1.1056716248931806,1.2108233391035994,1.1322567178255305,0.9947006476653697,0.9949280030156475,1.1009073736231973,1.0105029296913692,0.9898944321787063,1.0738926226052827,1.0826137801965316,0.0,0.4670610702086402,0.4610734899548073,0.4560159307588655,0.5200079191744762,0.8986352900696385,0.8534366153037914,0.9098486991859274,0.8382537538922327,1.3061002476839276,0.9426166715199762,1.040006834000991,1.098447492578621,0.9145303874119046,0.8680283465531259,0.9734127941393983,1.090361164988284,1.0553840863861264
P3,1.0547254300705344,1.023236112577847,1.1283076287777631,1.1276288245372266,1.0250897198962399,1.1201270754551906,1.1185704679376427,1.0283828176478629,1.1899126805698845,1.210850052000935,1.1214612393151906,1.1286662053937884,1.0968778340788703,1.208852470022698,1.1329841473089775,0.9929787934115818,0.9946442623037756,1.092718908093999,1.0188706155165463,0.9927213192787689,1.0638326828607103,1.0808098924131757,0.4670610702086402,0.0,0.4287540826318705,0.40068132427907455,0.4881426420076897,0.9105418393255311,0.8495543562903796,0.9083203612421274,0.8325698060066509,1.307669832309571,0.9414340732485652,1.0366345268012516,1.0974190579032852,0.9186722760219508,0.8615670361932753,0.9909564851591887,1.0921031136315145,1.0721856443256836
To,1.0520931500201254,1.0196871974329276,1.1275374380956986,1.126703177089239,1.0240114760324899,1.1178613375310358,1.1172425450262482,1.0282591790568676,1.1887336188960658,1.208818444303107,1.121047349190097,1.1274007916545545,1.0954524996253394,1.2085264054991416,1.1310215050370287,0.9924860714301925,0.9917346660498223,1.0912215377372636,1.014417727041177,0.9911841354207507,1.062941166286551,1.079040551101203,0.4610734899548073,0.4287540826318705,0.0,0.417696896355048,0.49601102494698446,0.9047886294901418,0.8451523089682148,0.9057349677347762,0.8290595438766813,1.307365453063415,0.9378765478518806,1.0352370551085022,1.0953403529490153,0.9142262186395542,0.8574891722441522,0.9865309052680241,1.0910453518611927,1.069245137478812
W1,1.0500393053109243,1.0248882149893142,1.1274900039995,1.1275187573544188,1.0234713348475384,1.1169789581725726,1.1165846409139728,1.0270012610241177,1.1901732872446562,1.2085798970026658,1.119686703361757,1.1286157111238126,1.096668855562656,1.2079848953849266,1.129851750575663,0.9911651923193429,0.992651096337118,1.0923171578633575,1.020052822227918,0.9921232923058824,1.064130827647009,1.077021019136961,0.4560159307588655,0.40068132427907455,0.417696896355048,0.0,0.4737661204933288,0.9127420432263065,0.8464663558846395,0.9055642319723827,0.8300028605994396,1.3075156087354014,0.9388803738102978,1.0336139449047002,1.0962334637731113,0.9185429910950135,0.8579828500935626,0.9962257339222664,1.0940715758524229,1.0761965517255465
P5,1.0562797370284676,1.0334268711297039,1.1302564097830148,1.1300715808616548,1.030492748178644,1.119754893174121,1.1194511618436802,1.0342352731964009,1.1912119237774454,1.2111612919993973,1.1223086881308446,1.1308504813582738,1.0995951192695574,1.211338390660995,1.134296187327265,0.99943242385628,1.0012814854462326,1.095329485047801,1.0267364340162521,0.9953006140506266,1.0678540789911242,1.0837760323955041,0.5200079191744762,0.4881426420076897,0.49601102494698446,0.4737661204933288,0.0,0.9242700267339801,0.8581529821421605,0.9125963057186155,0.8398077638888862,1.308861474044633,0.948077590572143,1.0394017899269816,1.1022860769890617,0.9279438944365244,0.8688998715263914,1.0040032620607267,1.0957282464832112,1.0816179402633728
Metamorphoses,0.9418658085144883,0.7865116586614751,1.1657740501944944,1.1592070025629533,0.9922866518304357,1.0888851835934574,1.0873062783640393,0.9021960389016175,1.1050713862050112,1.1810619067182553,1.0392956737364483,1.1608503807931423,1.1459811960709836,1.1658842339611675,1.0492914120023162,0.8691330267926148,0.8106525692004635,1.1269361769695676,0.7638525056809914,0.9409384666444018,1.1019265726045848,0.9853842765342192,0.8986352900696385,0.9105418393255311,0.9047886294901418,0.9127420432263065,0.9242700267339801,0.0,0.6945649382405353,0.8163093471170249,0.7376951501126814,1.2576866798853297,0.787334881153681,0.9926219159039628,0.9507286459691028,0.6283526924173215,0.770556075069965,0.5559154287309666,1.0609287783556234,0.751552771607699
Tristia,0.9030400146302662,0.9274224258731513,1.0721648907881174,1.060935179360768,0.9410069949632279,1.0762428376102149,1.0605545021618403,0.8892271226942686,1.1240884604156056,1.1510940122935442,1.0217397929213576,1.072929116801711,1.0397611509012457,1.1404783341188578,1.0276839621496745,0.836789383181701,0.8096070563652076,1.0226199064686021,0.8914507191033785,0.8983456111591583,0.9858628184355092,0.9364214806080269,0.8534366153037914,0.8495543562903796,0.8451523089682148,0.8464663558846395,0.8581529821421605,0.6945649382405353,0.0,0.7482921573984054,0.6342316938031142,1.2742285092221568,0.7664248378257743,0.9258465396599931,0.964163040920692,0.7003773319488577,0.6184035449034456,0.8706503417992795,1.0402640140353479,0.9881247762499057
Amores,0.9497159553961737,0.987672355119041,1.0999758336929968,1.099033491743094,0.9829506425272664,1.0893459376370598,1.0754548488988458,0.9462990642539407,1.1467004479067628,1.174837869799097,1.0592111475699366,1.099335052451374,1.0738275339831846,1.1707390696263085,1.0607140599519145,0.9094231965680057,0.8968907030890293,1.0588141338374228,0.9573524941678763,0.9235935901629381,1.037793452916802,0.9954198292494238,0.9098486991859274,0.9083203612421274,0.9057349677347762,0.9055642319723827,0.9125963057186155,0.8163093471170249,0.7482921573984054,0.0,0.7146821774633834,1.2794771700799017,0.8068391224224285,0.9444908524495804,1.0350722969787216,0.7937241601243854,0.7631483918588976,0.9399753456617869,1.0563913971558616,1.022044222875022
Epistulae (vel Heroides),0.9231975863715269,0.9405066602540936,1.0526207696534784,1.0490110159650115,0.9335562975737209,1.0664096665868041,1.0592675177663802,0.9046592986082941,1.1310304091895986,1.1580702307234774,1.0384118615892661,1.0537806288074552,1.0210033604300204,1.148487391054197,1.0421805660414927,0.8541695607529168,0.8482428037580785,1.0056963390638514,0.9176102053418776,0.8928231880379042,0.9736573753751454,0.9544968979046712,0.8382537538922327,0.8325698060066509,0.8290595438766813,0.8300028605994396,0.8398077638888862,0.7376951501126814,0.6342316938031142,0.7146821774633834,0.0,1.2760860213966656,0.7579304958792136,0.9090058339028383,0.972246968009656,0.7237029484990943,0.648080938761863,0.888768063803477,1.0251744864053765,1.0019902288681535
Medicamina faciei femineae,1.288094759045488,1.3005015255954602,1.3513064120652534,1.3480798703103674,1.3129082603127544,1.32925934526514,1.3196155505512717,1.287222993196625,1.3300605821030949,1.3447838841744932,1.3138159317322964,1.3491776622437637,1.3460043519087,1.346238108119053,1.3139711589229064,1.2842254303429783,1.2707404780820977,1.3394647794632697,1.2831611837474626,1.2916448438769146,1.3355869189853327,1.2978928365935642,1.3061002476839276,1.307669832309571,1.307365453063415,1.3075156087354014,1.308861474044633,1.2576866798853297,1.2742285092221568,1.2794771700799017,1.2760860213966656,0.0,1.26782737511124,1.303670301070794,1.3163778770054133,1.2619007076689488,1.277364872798163,1.2805181500424694,1.3306791605721684,1.2942489986698844
