,De contemptu mundi,Elementa philosophiae,Elegia,Alexandreis,Bucolicum carmen,Carmina Burana,Rota Veneris,Ars grammatica,Commentarium in Martiani Capellae «De nuptiis Mercurii et Philologiae» I-II,De excidio Troiae historia,De nuptiis Philologiae et Mercurii,Commentarius in Vergilii Aeneidos libros,Liber de doctrina dicendi et tacendi (Tractatus de arte loquendi et tacendi) ,De philosophia,In Vergilii Aeneide comentarii,In Vergilii Georgicis comentarii,Adelphi,Andria,Eunuchus,Heautontimorumenos,Hecyra,Phormio,Amores,Epistulae (vel Heroides),Medicamina faciei femineae,Ars Amatoria,Remedia amoris,Fasti,Ibis,Metamorphoses,Ex Ponto,Tristia,B1,P3,W1,To,P5,F,Aeneid,Eclogues,Georgicon
De contemptu mundi,1.1102230246251565e-16,0.17793439648741793,0.31361677090539486,0.40655574337593514,0.5390519483431395,0.2355426857134203,0.19482256031507184,0.3047582447302073,0.2892378481226199,0.24159948795697384,0.19580016758024832,0.6738595845166194,0.18560376612392748,0.41825286001794293,0.24644955428277937,0.2611248470887617,0.5245227796616327,0.6089509908896609,0.6255003014967984,0.6946442621269971,0.5134707733263074,0.713293656036894,0.2793800806230099,0.32002827559394853,0.45318811868519726,0.31350207418237985,0.24363309077407136,0.37627397114697336,0.5106541490989596,0.5049300270515444,0.2917852768747877,0.3433854791867671,0.3644057971444705,0.367617346248313,0.357666536388457,0.3597221815574102,0.3542775052491832,1.0,0.5168565247146897,0.29429615527437303,0.4457484726976727
Elementa philosophiae,0.17793439648741793,1.1102230246251565e-16,0.306175351336863,0.3781179825151505,0.5006199876405522,0.215651719131857,0.15578319958755948,0.2479268626152148,0.17588659668552842,0.20341277990636208,0.12823541025185603,0.6514897176766631,0.17292965492750956,0.29948216786443327,0.19581725820890905,0.20112021513005962,0.4698484810891357,0.6090654873284135,0.6064443182566294,0.6851835252596277,0.48627496970467377,0.6842869181687772,0.2558219791105566,0.30151603319354003,0.3935553079472275,0.2741646905933869,0.21530732097584504,0.3156435233099898,0.49142876514280787,0.4514428293128595,0.27634682635431207,0.3153639223208806,0.3661322057009998,0.3697747086886821,0.3578554986823492,0.3694503303225958,0.35777986047079857,1.0,0.47918685548271445,0.29956898431608603,0.4150580809004185
Elegia,0.31361677090539486,0.306175351336863,7.771561172376096e-16,0.22452895520681015,0.1817466127109807,0.24727867418770622,0.24482793547881854,0.38222074466088174,0.38270430486964935,0.30002122436541967,0.23891818111747332,0.7265998407370262,0.2784735102772016,0.5087954275340765,0.3399486670408991,0.34700780347092386,0.5544982107178742,0.6229359738162967,0.6345205859980209,0.7021723262721596,0.5255338343502386,0.7307122096306335,0.12103114885067257,0.11585887330637967,0.29906607295513365,0.13616528684426144,0.17679022904819452,0.15882902040950742,0.31332189987264203,0.20935301350663404,0.1519379212560339,0.1513116707177966,0.11017066717472301,0.11526504481835376,0.1112715327497944,0.11795733737326153,0.11181138151184722,1.0,0.21851060316551518,0.20113749260748026,0.19826335668922745
Alexandreis,0.40655574337593514,0.3781179825151505,0.22452895520681015,0.0,0.17347295009696673,0.33174692999812827,0.3155033404430512,0.40184438630114583,0.44898214462995933,0.30270330694359815,0.2751111656208287,0.7611268567113283,0.3785513543244561,0.5557778515112946,0.41117147276252364,0.42082694683157484,0.6747795016194988,0.7336296621194607,0.7325888348743661,0.7866567525702026,0.6333462534422616,0.804606037163006,0.18819802379741835,0.17052399768772863,0.2909729563644985,0.18629487375010456,0.2810865498058277,0.16052288594632758,0.2847874051637237,0.15496734723852434,0.2214602572272888,0.18986111686910623,0.21006537081083454,0.21418630528336802,0.21897090069127711,0.21732176018691662,0.21800635277544334,1.0,0.1554259690318781,0.2527998238271776,0.15508601023779423
Bucolicum carmen,0.5390519483431395,0.5006199876405522,0.1817466127109807,0.17347295009696673,0.0,0.4108056641364347,0.40282108742664113,0.5186599729059825,0.4851761345331319,0.42057413001740585,0.33778303898608697,0.8020154188445452,0.47287113218280385,0.6310569098927044,0.4993429405988642,0.5028206615587958,0.6996994994083885,0.7610372758294071,0.7512437130166923,0.8042738241743204,0.6665335697786676,0.8217010276685113,0.170317150889696,0.12526141280252967,0.27501277178992656,0.15975801803448564,0.31378837895087297,0.10662514509636889,0.24822367441458404,0.040943409483092164,0.2019432413003741,0.14273884836494166,0.14618969318065622,0.15402133275243357,0.16090042372667301,0.15627191300656107,0.1601436973085698,1.0,0.049028897230236845,0.2586872199508914,0.07068026962779406
Carmina Burana,0.2355426857134203,0.215651719131857,0.24727867418770622,0.33174692999812827,0.4108056641364347,0.0,0.18885031663318685,0.30116422183077374,0.33120014705854106,0.2292562020506398,0.23050498810187559,0.6988890354419206,0.21777191803087437,0.44154771999121223,0.28849442284660776,0.2864426324930768,0.5565510087921567,0.6474134748270717,0.656568103727981,0.7246254176439724,0.5561240896486246,0.7390682744558965,0.23579315944683787,0.27873696539503245,0.3641015529251429,0.2622016354220691,0.2150667251346522,0.2958831945765492,0.4711085525326759,0.4160277601808189,0.2950614240397632,0.32520957136842643,0.2951105400400936,0.3086919859807785,0.3053271895824735,0.3068887243038212,0.2995710902671045,1.0,0.4006070971453205,0.2254124982943848,0.3386133256355701
Rota Veneris,0.19482256031507184,0.15578319958755948,0.24482793547881854,0.3155033404430512,0.40282108742664113,0.18885031663318685,0.0,0.21515065339569828,0.23149524961194023,0.1922260694982908,0.16470917991522094,0.6788791657978442,0.1610760847412489,0.40168062483064726,0.24081077192447486,0.23394853815342942,0.5727239901636971,0.6708348205901479,0.6621362628986049,0.7298939046656171,0.5564897776414746,0.7530359398151246,0.2331822733536234,0.2729353889873083,0.3472836068737015,0.2588980114192577,0.22298796705115653,0.2832171552664109,0.44667821638158656,0.38972886834338794,0.28529825901579553,0.30996794877909006,0.29823453985131565,0.31599213779828617,0.3080605866142232,0.31286095028199645,0.3044534402875567,1.0,0.37116712878098534,0.2351927623650234,0.3050574713253197
Ars grammatica,0.3047582447302073,0.2479268626152148,0.38222074466088174,0.40184438630114583,0.5186599729059825,0.30116422183077374,0.21515065339569828,8.881784197001252e-16,0.3522589634523191,0.2431534841795786,0.1542538634499423,0.6850505429276798,0.2839899411998097,0.45940310524729666,0.2951989146483682,0.32161363874257365,0.6209548267482584,0.6836059840230607,0.6816602217563392,0.7372702123891282,0.5519335312407322,0.7552650089853025,0.342452302043347,0.36052571880619677,0.46173096383820134,0.3501294281721351,0.3212958066033892,0.37087116803905473,0.32072206632579947,0.4724570678258859,0.3617191072234893,0.36890910457486903,0.4097219170329196,0.40943242045840444,0.41180316589226096,0.4141189334774109,0.40230346772798253,1.0,0.4814757639892784,0.3442854106919022,0.4305294275499778
Commentarium in Martiani Capellae «De nuptiis Mercurii et Philologiae» I-II,0.2892378481226199,0.17588659668552842,0.38270430486964935,0.44898214462995933,0.4851761345331319,0.33120014705854106,0.23149524961194023,0.3522589634523191,0.0,0.34569007495493276,0.19483334676448938,0.6440348374412006,0.25451783798769845,0.42278558056371895,0.19794815631901985,0.2101425704773736,0.4887863205209081,0.6356963729952447,0.6132623776046502,0.6972424629628141,0.502952747731303,0.688169607187813,0.32653189702705554,0.3458190437268357,0.4604324081302704,0.3316889349733948,0.28767678598407775,0.32349692958129317,0.5115602495062503,0.44223990078339415,0.3186596717949495,0.34638411048155915,0.43405691684530956,0.438221613030355,0.4291365032031359,0.4403957307954709,0.4279780617364486,1.0,0.49363662211945303,0.39569984970155536,0.45618409853028696
De excidio Troiae historia,0.24159948795697384,0.20341277990636208,0.30002122436541967,0.30270330694359815,0.42057413001740585,0.2292562020506398,0.1922260694982908,0.2431534841795786,0.34569007495493276,0.0,0.17460699888085784,0.6914898064712934,0.23741133848616092,0.43361246935557685,0.21125621802509364,0.22257938651594145,0.556022087077633,0.657336359349503,0.6510012228124714,0.7169991520435602,0.5216532186678625,0.7290505389689247,0.25350168849533083,0.279786722085276,0.3517285358466994,0.26935526207738403,0.2622593741959416,0.2688226847797196,0.3701935686759634,0.3744590264373292,0.29387440240525275,0.32055952999960036,0.3299840029774467,0.3367390442697058,0.3421005521947248,0.3403525365513175,0.33096288126940343,1.0,0.3532513292630881,0.25230743613359186,0.3133158703116232
