,De contemptu mundi,Elementa philosophiae,Elegia,Alexandreis,Bucolicum carmen,Carmina Burana,Rota Veneris,Ars grammatica,Commentarium in Martiani Capellae «De nuptiis Mercurii et Philologiae» I-II,De excidio Troiae historia,De nuptiis Philologiae et Mercurii,Commentarius in Vergilii Aeneidos libros,Liber de doctrina dicendi et tacendi (Tractatus de arte loquendi et tacendi) ,De philosophia,In Vergilii Aeneide comentarii,In Vergilii Georgicis comentarii,Adelphi,Andria,Eunuchus,Heautontimorumenos,Hecyra,Phormio,Amores,Epistulae (vel Heroides),Medicamina faciei femineae,Ars Amatoria,Remedia amoris,Fasti,Ibis,Metamorphoses,Ex Ponto,Tristia,B1,P3,W1,To,P5,F,Aeneid,Eclogues,Georgicon
Hecyra,0.9269586406476996,0.9183147484545842,0.7427250006299299,0.8300798314043235,0.7574518630764888,0.7575899411888747,0.8572598622586216,0.900197804623869,0.906754850622699,0.9352872740490215,0.8515961082905087,0.8372980090704167,0.8123833269756611,0.8876316790954994,0.8217536093460929,0.8521490538627672,0.5202432283741757,0.47416972174964067,0.3620482234073753,0.6323286019061962,4.440892098500626e-16,0.3856135951664288,0.6997913956029018,0.6536305408438811,0.935391882890598,0.7346721977417066,0.7372932412575826,0.7739610675865181,0.7935230302056862,0.7740775922992185,0.6763212035143595,0.6989204550264736,0.7838002166378784,0.7824213668446682,0.7770601143879265,0.7801128354198547,0.784379140154134,1.0,0.8005744740080062,0.7516601840170374,0.8326786357549913
Phormio,0.9332339303627075,0.9287916233963615,0.7961021016518118,0.859292001963532,0.8076380818641673,0.803560093575418,0.8898923472995005,0.9153325033403986,0.9247642704448272,0.944227588196431,0.8722053110423318,0.8627790031418816,0.8375616339717795,0.9248307980287838,0.8457181128958875,0.8736766790602308,0.6168405464856147,0.483663000595719,0.2905368659318216,0.46533861748670746,0.3856135951664288,0.0,0.7654037258501665,0.7291627738422752,0.947595182024257,0.7896333370905715,0.7895409536174668,0.8138223593955974,0.837390076505326,0.8154173620393823,0.7372479988600373,0.766820503075605,0.8450793233081515,0.843731209843596,0.8394420579955304,0.8418671440225829,0.8446845799127013,1.0,0.8334437483349046,0.7978498030713457,0.853303121328236
Amores,0.8845763449976292,0.8430342227117327,0.43965361443838025,0.5658364640798587,0.4715465639444153,0.49574120827499013,0.7577989232471476,0.8500362000123526,0.872760888789826,0.8923843156067095,0.7485180863502487,0.7324604858731808,0.7352164303557795,0.8490273264313593,0.6960752220314244,0.7471908890358079,0.7087817213778637,0.7462881183996468,0.7329111968011333,0.772202922610812,0.6997913956029018,0.7654037258501665,5.88418203051333e-15,0.17864228891427758,0.7984215680794975,0.2246245035911817,0.3065841882954363,0.33731174458013713,0.44700642890332687,0.35043070185929925,0.25498773795700547,0.2584218149645957,0.5593909834528963,0.5571494100596044,0.5474056793169535,0.5550768467711074,0.5635775048770753,1.0,0.4852794638959833,0.46990000164262913,0.5596513363500311
Epistulae (vel Heroides),0.8767765967308752,0.8559655597438476,0.40078350338629776,0.574147713263111,0.46882836769811165,0.5102903398030425,0.7557039505485121,0.8478897041239182,0.8742907036968416,0.8930102960054183,0.7621816437861331,0.7369106893280911,0.6938920449270465,0.8587914911371698,0.6979338295474471,0.7649978666150855,0.6635175669047286,0.708485517808413,0.6936282668609878,0.7413240248467661,0.6536305408438811,0.7291627738422752,0.17864228891427758,7.105427357601002e-15,0.833943915886668,0.2705704884565706,0.3120620610499144,0.3472591401417595,0.369806033006591,0.33438248390138026,0.18356308327686433,0.20450856341750678,0.5114869287895574,0.5090508728337778,0.4961665087630208,0.5048642419459028,0.5143460065113836,1.0,0.4760534280884958,0.46824808100653903,0.595893909248645
Medicamina faciei femineae,0.9639900332580105,0.9392011020767914,0.8886754686127821,0.8433888078726564,0.8380431112869536,0.8581715004109702,0.9040106316699859,0.9494687566237645,0.9492049886005735,0.9573857054463992,0.8975996270238527,0.915630111921811,0.9465043036246206,0.9361534047559515,0.9069942553565765,0.8968253562672842,0.9355450172321573,0.9325382474300588,0.9401421919048273,0.9565270696871188,0.935391882890598,0.947595182024257,0.7984215680794975,0.833943915886668,1.1102230246251565e-15,0.7595288643307171,0.8320084003641952,0.7828738977612341,0.8857379448456016,0.7633193293281011,0.8371124755001993,0.8431578126427494,0.9146847778318794,0.9153514839694672,0.9143315711536776,0.9160519904174914,0.9161483107008775,1.0,0.8301189711333082,0.8690645752673632,0.8069545577957243
Ars Amatoria,0.8880286358169336,0.8325687949703975,0.4938349670984403,0.5679904678322424,0.48578767646640186,0.5277035651549966,0.7581233610273024,0.8400186108564647,0.8586958931327551,0.8833075622610495,0.7331431324174063,0.7241913327357541,0.7400868443761024,0.8351497962112265,0.689048410237724,0.7322954827888055,0.735612912043792,0.7672174518508424,0.7647788762396068,0.8034062669988268,0.7346721977417066,0.7896333370905715,0.2246245035911817,0.2705704884565707,0.7595288643307171,0.0,0.3137013534485904,0.32924940728054675,0.4800912456755356,0.3444295631070171,0.31933912137092246,0.3337350950675607,0.602631484410266,0.5989666105843341,0.591141214823137,0.5961847542371079,0.605399146205518,1.0,0.4951476609407689,0.5287107312008998,0.5458396438305433
Remedia amoris,0.8984566197711532,0.8497696261976984,0.5186680290355145,0.63051557525825,0.5429684539946178,0.5707594024504539,0.7761259249405156,0.8557181228202649,0.879392718381238,0.8875145837419075,0.7638049268011005,0.7506613810832774,0.739471618925938,0.8552574255028407,0.7201706908355372,0.7637440387918414,0.7414212517880826,0.7696348273527922,0.766407577096889,0.8021153553289021,0.7372932412575826,0.7895409536174668,0.3065841882954363,0.3120620610499144,0.8320084003641952,0.3137013534485904,0.0,0.443107850527921,0.5164638956871053,0.4527605090216421,0.3535034817998024,0.37266580758396284,0.6127495951772437,0.608338901497598,0.6013135474295515,0.6058236838743376,0.6156674231073319,1.0,0.5694987155678888,0.5482973051894422,0.6223827413150322
Fasti,0.8659375113441841,0.7677913334583341,0.5521807514664555,0.4772348778305695,0.4637100768767436,0.5205188459101385,0.7818784884079187,0.8216500886186082,0.803184783785664,0.8434391391588096,0.6770256497506582,0.636959717951833,0.7793547838789048,0.7739061341718548,0.5902633113511364,0.6381449405809974,0.77501821117878,0.8052811573417722,0.8004091135661238,0.8430507524180693,0.7739610675865181,0.8138223593955974,0.337311744580137,0.3472591401417595,0.7828738977612341,0.32924940728054675,0.443107850527921,9.992007221626409e-16,0.4835786560725559,0.22918803341063754,0.34836839152757393,0.34136687979094194,0.6793110342412776,0.6783251573472824,0.6703847955128067,0.6756795998890837,0.6836082247745656,1.0,0.3703015166056176,0.539559520304463,0.45808424664677905
Ibis,0.9212139797434273,0.8772796122794267,0.5584613714398741,0.6723888073771425,0.6212141054758576,0.6580824278220838,0.8350201751067539,0.872091428440184,0.8978630302950319,0.9275135486388215,0.8124384994989052,0.7909911725350013,0.7732253719966419,0.8856450350893973,0.7582888057631354,0.8046266766706225,0.7964683073977321,0.8252811050286633,0.8218037119870534,0.8449070785866256,0.7935230302056862,0.837390076505326,0.44700642890332687,0.369806033006591,0.8857379448456016,0.4800912456755356,0.5164638956871053,0.4835786560725559,1.3322676295501878e-15,0.47489950119341273,0.4081745746741118,0.42067829929897205,0.6911625219393209,0.6910418235486675,0.6833480398841477,0.6895731778022804,0.6947296290172156,1.0,0.5988062867524212,0.6405849360042796,0.666391657317511
Metamorphoses,0.8555147979041172,0.7461617592774049,0.5527841188941462,0.3962074548771952,0.4133213626630239,0.5241122854256498,0.7650369284104206,0.80980122409281,0.7956913602480937,0.8387262102449146,0.6557537354864285,0.6218736042926436,0.7720748490139315,0.7555074583623259,0.5711251466687257,0.6343625878904398,0.7796965123087853,0.8062685199511257,0.7987990158280027,0.8428154618508106,0.7740775922992185,0.8154173620393823,0.35043070185929914,0.33438248390138015,0.7633193293281011,0.3444295631070171,0.4527605090216421,0.22918803341063754,0.47489950119341284,3.9968028886505635e-15,0.3663260000124361,0.33257606230267966,0.6722772825120096,0.6710736197476688,0.6653843530456195,0.6695815096335229,0.6767399335643769,1.0,0.2570468001387889,0.5322659787832076,0.3702512835534141
Ex Ponto,0.8594088333552097,0.8199176274894587,0.4097310036836235,0.5419413989767254,0.47308977649039086,0.46996639039939425,0.7204435958618906,0.8210865161213577,0.8485077956554876,0.8920196573821193,0.7243430928914667,0.717327016855668,0.6882994827026533,0.8248967739672335,0.6802732387676778,0.7394867500876302,0.6836773567640101,0.7318317369888199,0.7225363104859055,0.7674659052140554,0.6763212035143595,0.7372479988600373,0.25498773795700547,0.18356308327686433,0.8371124755001993,0.31933912137092246,0.3535034817998025,0.34836839152757393,0.4081745746741118,0.3663260000124361,7.882583474838611e-15,0.13842285094899676,0.5346017722965275,0.5319497505962365,0.523033231075509,0.5290194179237502,0.5397439797874379,1.0,0.5089625977610128,0.4658309817912042,0.6006944922810991
