,De contemptu mundi,Elementa philosophiae,Elegia,Alexandreis,Bucolicum carmen,Carmina Burana,Rota Veneris,Ars grammatica,Commentarium in Martiani Capellae «De nuptiis Mercurii et Philologiae» I-II,De excidio Troiae historia,De nuptiis Philologiae et Mercurii,Commentarius in Vergilii Aeneidos libros,Liber de doctrina dicendi et tacendi (Tractatus de arte loquendi et tacendi) ,De philosophia,In Vergilii Aeneide comentarii,In Vergilii Georgicis comentarii,Adelphi,Andria,Eunuchus,Heautontimorumenos,Hecyra,Phormio,"Amores, Epistulae, Medicamina faciei femineae, Ars amatoria, Remedia amoris",Fasti,Ibis,Metamorphoses,Ex Ponto,Tristia,B1,P3,W1,To,P5,F,Aeneid,Eclogues,Georgicon
De contemptu mundi,0.0,0.14638855318454003,0.29282876103585587,0.3109715776020252,0.518383052334024,0.13182998974570015,0.1665008790104,0.29495187621375574,0.35486655816877466,0.18076369220268895,0.1486099375341079,0.6466449395788103,0.15726000895518744,0.1430980401944031,0.2102290297934304,0.21639323240394903,0.37440122329413184,0.40560025005416955,0.35547511235837725,0.3968780532679752,0.3409725925674508,0.39126896220472307,0.2651234721704723,0.3449704892434752,0.44314223688401577,0.48589444241618807,0.27124836942441843,0.3261694123253954,0.3365372642166372,0.3422326086263755,0.3349419399698247,0.33770592509722364,0.3287968245369399,1.0,0.48641797224912786,0.27502684607917627,0.42816941760504
Elementa philosophiae,0.14638855318454003,0.0,0.28361910321020045,0.28691881117625684,0.48851415159738554,0.11798430887684586,0.10904126352772525,0.22794709455491724,0.24236212131284152,0.15935027732250873,0.10606468644029388,0.625766953830089,0.15707866711709906,0.002772142385505938,0.16379866285212952,0.16762348326316778,0.3256852898145143,0.42052450027803423,0.3601521758913644,0.4097177659914947,0.3440236223888484,0.36244453305722124,0.2543775741821086,0.2900603413464228,0.46210540619640217,0.4370392860324285,0.27654750391236516,0.30913327107379074,0.33626289453594915,0.3414013920838468,0.32915776731854496,0.34173673318719433,0.3286326306676912,1.0,0.45913963928857127,0.31248960730309583,0.4060356847934343
Elegia,0.29282876103585587,0.28361910321020045,0.0,0.12706289602322252,0.1710400868650649,0.14461275963280962,0.1751961206700473,0.37772197103264116,0.43680433026847787,0.2675675802336772,0.23002345072004748,0.7060317564698091,0.24477828181365857,0.2781898715812161,0.31367002566241176,0.3268033813072275,0.34604941560565927,0.3446207987184462,0.28888723032615327,0.30915885328818415,0.2917827516850211,0.355058501517983,0.09258622335850097,0.1440058519112496,0.25846578669614617,0.1982417710711719,0.12505508072441673,0.13026968706067932,0.08538729465569972,0.08664054543170852,0.07881965817653769,0.08974819349759722,0.08229573731877615,1.0,0.20135433413310555,0.16590887340655802,0.19215086641529677
Alexandreis,0.3109715776020252,0.28691881117625684,0.12706289602322252,0.0,0.07245289266945498,0.1756877156656157,0.20844975767861607,0.3208683124170758,0.4589612754040412,0.20168138988448936,0.17905865902222262,0.7197843970090396,0.2884536992678942,0.2784289857085668,0.3324870820247967,0.3382225988755885,0.5104225828290936,0.5321412274483983,0.48054107593673434,0.5140592026718545,0.4476578206625176,0.5294103593588827,0.1071288039593572,0.05182617059780403,0.16874182886377054,0.05504766298070063,0.13946797707653824,0.09967607089434993,0.09771238364004742,0.10699083856008329,0.11451062424074954,0.1126300320875191,0.11129932188375324,1.0,0.05081698416242353,0.16554289137349387,0.05012993091000917
Bucolicum carmen,0.518383052334024,0.48851415159738554,0.1710400868650649,0.07245289266945498,0.0,0.3439897789159345,0.37897428689417423,0.5119309309411172,0.5473020263626827,0.3967987150070106,0.3396687396195628,0.7916266771272765,0.4500681102183778,0.484051700590003,0.4898879376708749,0.49243572933427815,0.6006135470147915,0.6251310049731065,0.5687977739563821,0.6025633938571102,0.564032706809806,0.6224011450644594,0.18518150784285758,0.09128758839771611,0.20873328005423586,0.03132741378229564,0.21839547808316095,0.15497870933091762,0.1276622494325631,0.1346024100749007,0.14333206334916326,0.14062770314722273,0.1427365044851795,1.0,0.030000343420214404,0.2759013591551235,0.056381407767933434
Carmina Burana,0.13182998974570015,0.11798430887684586,0.14461275963280962,0.1756877156656157,0.3439897789159345,0.0,0.05877229746796231,0.22058518049362608,0.346335255412734,0.11673378616389485,0.15224948713009745,0.650796366686301,0.11035809638313565,0.10745257305318434,0.2012103092466221,0.20191613713931233,0.34396100185196277,0.3869060460623588,0.3313864188284068,0.3561972530348654,0.3266110658397542,0.3778201505411761,0.16067151526029722,0.2128807421291531,0.3753279981724711,0.3481299720643455,0.22283524428009882,0.24950172048631836,0.19496807453723075,0.2066331088413763,0.2026874185416786,0.20777869364779578,0.19719347224880246,1.0,0.3215630655510622,0.15992046766091927,0.26152904546178013
Rota Veneris,0.1665008790104,0.10904126352772525,0.1751961206700473,0.20844975767861607,0.37897428689417423,0.05877229746796231,0.0,0.19013282498861128,0.3174074007026957,0.14119267972371807,0.14851548387223557,0.6522585896631157,0.12712060788278423,0.10178500476360641,0.20584361748987245,0.20522612208662727,0.42469683718364437,0.47199672411013327,0.40491752445419116,0.42114904430416966,0.3861484314477137,0.4504122069580846,0.20614819123329065,0.24992575379271031,0.40037249290910537,0.3653270633018467,0.2657352115455077,0.2815468678171795,0.23648026888013707,0.25292240219377726,0.2418670770966368,0.2501423668635889,0.2406901465750626,1.0,0.3453507877682003,0.23337853534713415,0.2854810894677109
Ars grammatica,0.29495187621375574,0.22794709455491724,0.37772197103264116,0.3208683124170758,0.5119309309411172,0.22058518049362608,0.19013282498861128,0.0,0.40743929725413497,0.20691439967790237,0.16494385916408927,0.6690960766327251,0.270868373583521,0.21278302436271268,0.2814949902376822,0.3053259612783925,0.5217496843091414,0.5376273346444002,0.49210938491334333,0.5174403419232582,0.4486032929157009,0.5171037978969868,0.35327969786296476,0.3539509182581211,0.29410722348960605,0.4610466671887584,0.37544473674560597,0.37476534140338746,0.3924779398793241,0.38931697831068857,0.39135120069428897,0.39768508337554076,0.3837128955615634,1.0,0.46379866056412977,0.3618836772018028,0.41510438225459567
Commentarium in Martiani Capellae «De nuptiis Mercurii et Philologiae» I-II,0.35486655816877466,0.24236212131284152,0.43680433026847787,0.4589612754040412,0.5473020263626827,0.346335255412734,0.3174074007026957,0.40743929725413497,4.440892098500626e-16,0.39395853254981894,0.2718455442360649,0.6447834358342275,0.3221185171820714,0.2664559706616555,0.22007007714320437,0.200178647272104,0.4056709308930657,0.48657761407317257,0.4224013958961763,0.46902550107327956,0.428247834526311,0.42121415782545535,0.42485960813561385,0.40537320487761264,0.5569264355733561,0.5122704329150565,0.41176793929663025,0.43172551062734343,0.492466427710023,0.4939164822242169,0.4839812511252034,0.49655868729310915,0.48566167776629077,1.0,0.5552183663963711,0.5022782470972607,0.5288562023128061
De excidio Troiae historia,0.18076369220268895,0.15935027732250873,0.2675675802336772,0.20168138988448936,0.3967987150070106,0.11673378616389485,0.14119267972371807,0.20691439967790237,0.39395853254981894,0.0,0.1416695981705447,0.6693805872877056,0.19715766052031658,0.14994049359283046,0.1831405616020041,0.1870907389099723,0.43855880386950163,0.497365214110284,0.43529459984914465,0.4765597541048041,0.4038918069051429,0.45265456604938725,0.2585353817996384,0.2451977175501675,0.32179494030118816,0.355915823931953,0.29355170534470565,0.3136920423300579,0.3043994202076016,0.31656185995883945,0.32290463977619555,0.32185842534381903,0.3104629561255171,1.0,0.3342530270856541,0.26577573781007446,0.28724915038536036
