,De contemptu mundi,Elementa philosophiae,Elegia,Alexandreis,Bucolicum carmen,Carmina Burana,Rota Veneris,Ars grammatica,Commentarium in Martiani Capellae «De nuptiis Mercurii et Philologiae» I-II,De excidio Troiae historia,De nuptiis Philologiae et Mercurii,Commentarius in Vergilii Aeneidos libros,Liber de doctrina dicendi et tacendi (Tractatus de arte loquendi et tacendi) ,De philosophia,In Vergilii Aeneide comentarii,In Vergilii Georgicis comentarii,Adelphi,Andria,Eunuchus,Heautontimorumenos,Hecyra,Phormio,"Amores, Epistulae, Medicamina faciei femineae, Ars amatoria, Remedia amoris",Fasti,Ibis,Metamorphoses,Ex Ponto,Tristia,B1,P3,W1,To,P5,F,Aeneid,Eclogues,Georgicon
De contemptu mundi,3.3306690738754696e-16,0.17393801060066227,0.3345953208006569,0.3306221224332824,0.5382202375391891,0.1937813118098506,0.2033641790694073,0.32000280266034287,0.3728266509729392,0.22338051641332535,0.16920941247936783,0.653510756452514,0.1868368514233445,0.1912676435709424,0.23729328629488333,0.24466323335344908,0.39670952087790745,0.5353059147339057,0.5010200264648635,0.6043554940649992,0.38071489610395015,0.48678084089721196,0.29783805781249995,0.3659386683927628,0.46356932795831296,0.497442284456736,0.2956505707164536,0.3445117486470326,0.45802405144166236,0.47314778765691334,0.4535878560497104,0.45870747369806153,0.4694335751131973,1.0,0.503937938636833,0.3043588671945079,0.4469160252237535
Elementa philosophiae,0.17393801060066227,0.0,0.3241365548629176,0.2978552778859602,0.5034292519987981,0.16978570483859223,0.13882588544139562,0.2440205622274494,0.24999990223594237,0.18905884170351606,0.11669387027761136,0.626581665232411,0.17434741789352337,0.02759880348134991,0.17789486131054477,0.17989672765896558,0.34360807468115806,0.5486623545191788,0.49717253470189726,0.6070657677611793,0.3715372296657572,0.4563945650078717,0.27786241205394147,0.30381847147006624,0.47111748451213076,0.4402478657714948,0.29391678890943695,0.3218290846660422,0.45225095644983704,0.4677106646521054,0.44430380898410526,0.45638864178559446,0.4644581915940066,1.0,0.46948062668868795,0.33079056589088907,0.4116866585721207
Elegia,0.3345953208006569,0.3241365548629176,1.1102230246251565e-16,0.16762998605615465,0.17951722785196944,0.17831426187766786,0.19558070464568234,0.4014830515423884,0.4595063810752562,0.31427707715254727,0.26854046606570714,0.717605971356645,0.2786386196239501,0.3346552506557272,0.3519366006065965,0.36424805158713747,0.380340497041159,0.5078152913600225,0.4598163970487793,0.554934332093543,0.33861400880814674,0.46682954275001187,0.1331109821709231,0.1849830402969771,0.28690910021580207,0.23619652399494284,0.16094597641312824,0.16495115246268355,0.1465290923652509,0.15951554718247163,0.14195908803668789,0.15084769162145184,0.16199422672181985,1.0,0.24708203010493524,0.208276092213854,0.23710175388145294
Alexandreis,0.3306221224332824,0.2978552778859602,0.16762998605615465,0.0,0.09673649304050158,0.21376935136586384,0.23275526799070445,0.33283337512844235,0.46246298968219146,0.22037636540721195,0.18957029243527834,0.7182172900443068,0.30000073905124935,0.3051860949736199,0.3396409517992647,0.3467647110348493,0.5166806174095869,0.6309932414501991,0.5881904638004483,0.6724094448775335,0.46392692283363945,0.5931758496866244,0.12522549106028946,0.06771909119180275,0.1811672451652444,0.06158409918366925,0.15771651293012634,0.11461416932609769,0.24988569277349137,0.272444061673912,0.2596832512064531,0.2612523419253957,0.28487547429385185,1.0,0.0617506015639927,0.1855154982354077,0.06249073464396682
Bucolicum carmen,0.5382202375391891,0.5034292519987981,0.17951722785196944,0.09673649304050158,3.3306690738754696e-16,0.3510146463630289,0.37439233043942144,0.5174960284471519,0.5532245369160969,0.4221151246823591,0.35764228262531494,0.793677179633219,0.46139427789877807,0.5088187956761623,0.5035931058196539,0.5066831747769986,0.6075475986535985,0.7038999358929989,0.6594018796372129,0.7340334450927717,0.5770213953728835,0.674239749885519,0.20785757430860385,0.12022999024170822,0.2324834143595852,0.05429487213678319,0.2414962023615438,0.17919843439967065,0.1841824659412451,0.20229698246393657,0.19805895213028146,0.19562787980379492,0.2136149734938677,1.0,0.05971132301356141,0.296009243393478,0.08198540211128924
Carmina Burana,0.1937813118098506,0.16978570483859223,0.17831426187766786,0.21376935136586384,0.3510146463630289,2.220446049250313e-16,0.1016514322999279,0.25699727481671986,0.3734830814008365,0.1750667852996164,0.19595033013894214,0.6651504132853485,0.1574340067535337,0.1784373882036362,0.24576430030970275,0.24577175382187444,0.3803652894739813,0.5336962361256204,0.49274527934475865,0.5864945397571891,0.37173547327934875,0.4843637167518352,0.20281948822105378,0.25361947507323523,0.4062944085972715,0.37635780505705596,0.26003525564309793,0.2840077254235269,0.2805329979097082,0.30277436228655796,0.28786946021639226,0.29205466699544025,0.3014381932027421,1.0,0.35922297157282956,0.1985851136757244,0.3005552654609869
Rota Veneris,0.2033641790694073,0.13882588544139562,0.19558070464568234,0.23275526799070445,0.37439233043942144,0.1016514322999279,0.0,0.21036672177343851,0.33352532835639614,0.18115380664516134,0.17003436163269614,0.6592119413477577,0.15382540756812213,0.15309352694048617,0.2326570411690123,0.2295813854097689,0.44387119113564555,0.5921319917367184,0.5388250638509159,0.6204037740653587,0.4153306450600205,0.537393016730753,0.24252591343776864,0.2807919036729274,0.42299056190090356,0.3827401555852098,0.29368433659806237,0.30648737130577985,0.2903827696427014,0.3129934770682773,0.29554725877084187,0.30159527599260105,0.30842364158382307,1.0,0.37087422214076216,0.2681501599376147,0.3100387147954844
Ars grammatica,0.32000280266034287,0.2440205622274494,0.4014830515423884,0.33283337512844235,0.5174960284471519,0.25699727481671986,0.21036672177343851,0.0,0.4094180433191462,0.2360996678248386,0.17557501762558414,0.6696388566238556,0.28153700077280663,0.24624769005755875,0.293323398888633,0.3159986431509535,0.530771968507967,0.6375058147747065,0.5980519432067876,0.676900909407849,0.4679209126225383,0.5854441443763578,0.37281250404691746,0.3678507784607832,0.3131189567733905,0.4671277634804174,0.3931854534944683,0.3892908451093694,0.485381608532671,0.4966476238010694,0.4874537542192987,0.49148933626586366,0.49714851476944255,1.0,0.4748386404453977,0.38252915289188494,0.42457103245517247
Commentarium in Martiani Capellae «De nuptiis Mercurii et Philologiae» I-II,0.3728266509729392,0.24999990223594237,0.4595063810752562,0.46246298968219146,0.5532245369160969,0.3734830814008365,0.33352532835639614,0.4094180433191462,4.440892098500626e-16,0.4067375311429835,0.2776279313803556,0.6413345123318239,0.329892114614743,0.2908364477982499,0.22421760869026508,0.20537223461063903,0.4200652155685086,0.5987485137717122,0.5460547057113359,0.6454561451462273,0.44927557373377724,0.5065698066937943,0.4391267429241299,0.41360686285064563,0.5623604813065006,0.5137350298061021,0.424946517977812,0.44007333699696805,0.5714312407478441,0.5832849159906957,0.5656779912380903,0.575558419945458,0.5815058416738002,1.0,0.5605480731581238,0.5130166169048245,0.532315294060882
De excidio Troiae historia,0.22338051641332535,0.18905884170351606,0.31427707715254727,0.22037636540721195,0.4221151246823591,0.1750667852996164,0.18115380664516134,0.2360996678248386,0.4067375311429835,0.0,0.16714240713589223,0.6720089926808724,0.22354098651198695,0.1993086686117509,0.2041568859222761,0.2122111276511438,0.4522492656105407,0.607324524433625,0.5560583717784819,0.6504438564046078,0.423079104727655,0.5328347822091919,0.2884360529191472,0.2677383025999255,0.3452713347825631,0.36953100552163465,0.32051470679358385,0.3362184269835504,0.4276674520135334,0.4485383008523931,0.43994708939719973,0.44055848453663626,0.45042174391778567,1.0,0.3490747527940309,0.29835935956769233,0.30928903682886344
